Vehicle_Density,Average_Speed,Traffic_Flow_Rate,Weather_Condition,Temperature,Visibility,Signal_Strength,Latency,Packet_Loss,Hour_of_Day,Day_of_Week,Is_Peak_Hour,Sin_Time,Cos_Time,Traffic_Condition
68,24.09201644963181,163.8257118574963,Clear,24.250088514375783,235.99065263049962,87.40160569853708,18.51968299958343,1.111907900895464,2,Tue,0,0.49999999999999994,0.8660254037844387,Low
29,34.45260330490426,99.91254958422235,Clear,36.383403257557866,424.62698001455954,41.69141892979218,131.28718098899924,0.29841499229789625,7,Tue,1,0.9659258262890683,-0.25881904510252063,Low
110,82.42924024055054,906.721642646056,Foggy,37.7555425352578,398.39700117486143,93.30007760672561,148.5034311485974,0.24434979353532782,9,Fri,1,0.7071067811865476,-0.7071067811865475,Medium
31,49.30291089652178,152.8390237792175,Clear,27.464230424088882,100.02619973922856,41.22870766746396,174.94195891246127,3.687267358090576,13,Fri,0,-0.2588190451025208,-0.9659258262890683,Low
56,73.31258437559352,410.5504725033237,Clear,33.41235521791948,413.9340030595039,95.6476768146056,112.3219860658105,0.6480437047708237,20,Sun,1,-0.8660254037844386,0.5000000000000001,Low
137,29.907682136465397,409.7352452695759,Rainy,28.968085205313812,293.34570477230136,71.5123641674253,106.5073207626919,2.1254015857093096,13,Sat,0,-0.2588190451025208,-0.9659258262890683,High
58,99.22658430349186,575.5141889602528,Foggy,22.40061378801526,56.582842642281506,43.788952114411806,108.86053556632926,4.89945161235603,16,Wed,0,-0.8660254037844385,-0.5000000000000004,Low
63,96.57078660318369,608.3959556000573,Clear,30.608388163780138,384.7496648533786,77.60821781472839,81.46326187523198,1.5617307185929592,0,Wed,0,0.0,1.0,Low
44,85.95772140836392,378.21397419680125,Rainy,22.395334068783992,228.95651081526546,84.68084358547183,83.72931588027653,0.521501614936673,22,Tue,0,-0.5000000000000004,0.8660254037844384,Low
73,23.931871227614163,174.70265996158338,Foggy,19.51924798252258,350.8309316605198,64.56321020898694,165.84202757089034,3.345956944038195,22,Sun,0,-0.5000000000000004,0.8660254037844384,Medium
94,21.282252516409848,200.0531736542526,Clear,25.29899199739497,159.5553609973989,78.86625930484027,136.8367993393726,4.26014069913637,14,Tue,0,-0.4999999999999997,-0.8660254037844388,Medium
140,34.862156375896625,488.0701892625528,Clear,39.97112067961578,141.70722588496477,73.47257895213103,99.67566855815429,3.4167288753965823,17,Sat,1,-0.9659258262890683,-0.25881904510252063,High
152,20.723077526343374,314.9907784004193,Foggy,20.042499065775637,57.61820859149078,53.44793077960472,106.48254811171758,1.2561275965616148,1,Sat,0,0.25881904510252074,0.9659258262890683,High
70,73.91953665165843,517.4367565616091,Clear,29.85261595688563,290.6681742244149,56.913626235959946,10.87410368791804,1.8986360579667283,20,Fri,1,-0.8660254037844386,0.5000000000000001,Low
65,40.18517889081224,261.2036627902795,Clear,20.101826460045174,211.33970751642974,57.92205408066323,29.08664439156656,2.6538097507751153,4,Sat,0,0.8660254037844386,0.5000000000000001,Low
25,68.82904062545256,172.0726015636314,Foggy,15.558669710671433,308.2382482831926,90.79117191263421,177.99119328676176,4.692960316909656,9,Thu,1,0.7071067811865476,-0.7071067811865475,Low
66,26.032974079423063,171.8176289241922,Clear,34.3515426736529,370.67948570674486,76.68018081717719,104.80799865334886,4.813893438425832,6,Sun,0,1.0,6.123233995736766e-17,Low
44,57.52325980145231,253.10234312639017,Clear,35.09379935760204,415.60517768140056,77.7044497863132,47.4666115506878,3.586854466853449,3,Sat,0,0.7071067811865476,0.7071067811865476,Low
53,42.48398001335113,225.165094070761,Clear,20.495017799048092,415.88913385121884,65.6950420155942,91.16321003787178,0.2919619021214842,15,Wed,0,-0.7071067811865471,-0.7071067811865479,Low
176,35.06420199336851,617.1299550832858,Clear,28.92226595682736,204.3001983182252,57.167254469427235,49.14520066497911,0.37436018734411713,8,Fri,1,0.8660254037844387,-0.4999999999999998,High
23,85.19517828324314,195.94891005145922,Clear,37.9381181807587,68.23378644785149,82.45926298708721,39.46134706835855,0.16620162493305057,10,Mon,1,0.49999999999999994,-0.8660254037844387,Low
123,85.6679207410503,1053.7154251149186,Clear,22.812636424630064,78.97682590980638,59.962694915942436,73.90359686738779,4.301662344146787,10,Sun,1,0.49999999999999994,-0.8660254037844387,Medium
73,60.07012847116793,438.51193783952596,Clear,20.23570965347334,404.52493468347353,73.008380489519,62.90445311053234,1.436786853814274,16,Tue,0,-0.8660254037844385,-0.5000000000000004,Medium
106,86.91537539758957,921.3029792144495,Clear,33.39961221892699,304.35187152687377,48.316089885892104,198.13283302950202,1.0981899571745235,13,Sat,0,-0.2588190451025208,-0.9659258262890683,Medium
199,65.12592230668142,1296.00585390296,Clear,38.44568017480958,317.23446411761034,98.93556447224216,88.53503018827492,1.487095621145495,4,Fri,0,0.8660254037844386,0.5000000000000001,Medium
172,55.64333109935127,957.0652949088419,Foggy,34.854067720940236,265.86507314009555,88.27280152855198,154.5939148009349,1.7515152760648718,18,Sun,1,-1.0,-1.8369701987210297e-16,Medium
72,98.39643578866227,708.4543376783683,Clear,31.960666675218423,168.66421495298013,66.45852330678451,161.7935018793121,0.8662494386194297,21,Tue,0,-0.7071067811865477,0.7071067811865474,Medium
71,49.80071452427727,353.5850731223686,Foggy,29.235817077371365,464.95419618254806,56.14306330482914,72.08357831308288,4.046586878127787,16,Sun,0,-0.8660254037844385,-0.5000000000000004,Medium
22,52.50931242219692,115.52048732883323,Clear,23.659982994071306,330.81279672776617,96.43355564541069,51.43188884227329,0.7565823090802276,10,Fri,1,0.49999999999999994,-0.8660254037844387,Low
145,85.37025136124682,1237.868644738079,Rainy,23.92221655701003,218.41901053283038,62.44630809737839,28.701675107974648,3.2560197997792013,7,Mon,1,0.9659258262890683,-0.25881904510252063,Medium
171,75.59624954744382,1292.6958672612893,Clear,20.17712062219276,124.54842536438574,45.06940625468974,11.346428815002655,1.4234964754975215,16,Sat,0,-0.8660254037844385,-0.5000000000000004,Medium
186,37.56431385838415,698.6962377659453,Rainy,28.227581691510963,219.10770602962575,71.53569938970242,97.07044165539358,4.6989147321432005,22,Sat,0,-0.5000000000000004,0.8660254037844384,High
158,44.19356090228291,698.25826225607,Rainy,28.70509431980379,60.055220194831044,93.13594569099013,196.68646876602932,2.7914988368565226,5,Wed,0,0.9659258262890683,0.25881904510252074,Medium
21,92.86610117490522,195.01881246730096,Foggy,15.274147901411181,438.1651586036137,70.22065440526374,16.542834232839212,3.4699414212958275,22,Tue,0,-0.5000000000000004,0.8660254037844384,Low
40,75.38834449235313,301.5533779694125,Clear,29.52284745615696,300.51305186938396,81.79184761625334,170.8600901256829,1.145129560366886,20,Sat,1,-0.8660254037844386,0.5000000000000001,Low
117,35.38526182274804,414.0075633261521,Rainy,38.275714906939065,331.5511984662079,91.46602557198452,151.21507802802603,3.935179210976382,23,Tue,0,-0.25881904510252157,0.9659258262890681,Medium
186,29.33983222150364,545.7208793199677,Clear,36.32310895446125,334.72180593544624,98.55283262553311,29.92660878631019,3.1845975269125497,10,Sat,1,0.49999999999999994,-0.8660254037844387,High
47,42.832325477073795,201.31192974224683,Clear,38.13324342186496,171.16714241193992,85.00204587681424,199.69312720154062,2.8556835473068007,6,Sat,0,1.0,6.123233995736766e-17,Low
124,49.77386041975177,617.1958692049219,Foggy,20.37678678662631,386.10664490998545,83.57455531044225,49.38522228288893,4.80437178010636,22,Sun,0,-0.5000000000000004,0.8660254037844384,Medium
110,89.14930131647786,980.6423144812564,Clear,19.244423493953054,401.0929574905359,50.852442293284696,112.72221711094657,1.580535275639157,20,Wed,1,-0.8660254037844386,0.5000000000000001,Medium
188,85.17000448207338,1601.1960842629796,Rainy,37.78174472458778,63.83882322937235,93.45189742214657,57.224416010081235,2.9101545988931736,2,Tue,0,0.49999999999999994,0.8660254037844387,Medium
198,36.325151083728045,719.2379914578153,Clear,15.690743895210378,394.7793797614601,48.99129523511766,129.28436152330102,3.519841834021799,10,Fri,1,0.49999999999999994,-0.8660254037844387,High
56,98.98689268636367,554.3265990436365,Rainy,36.9854327566099,344.0029659884649,44.32159994382018,108.60503262943365,0.7118723279630818,10,Mon,1,0.49999999999999994,-0.8660254037844387,Low
56,99.74794274251519,558.5884793580851,Foggy,19.23666772221099,301.5529425436506,65.19732544886713,47.01504631991011,4.082029637515675,14,Thu,0,-0.4999999999999997,-0.8660254037844388,Low
126,86.8894162565799,1094.8066448329068,Clear,18.46939710281577,218.82937924089612,63.792759218416904,35.109677487821315,1.5307678106605038,20,Thu,1,-0.8660254037844386,0.5000000000000001,Medium
144,63.91277053120574,920.3438956493626,Clear,15.19612303101558,52.670073535725415,69.20976567624528,90.14897914997582,4.12948134646048,10,Fri,1,0.49999999999999994,-0.8660254037844387,Medium
113,50.32752389375489,568.7010199994303,Clear,33.2911475979972,99.60480892455472,45.49310414507477,58.412156650642075,3.2978697093590927,16,Tue,0,-0.8660254037844385,-0.5000000000000004,Medium
127,95.08238267785043,1207.5462600087005,Rainy,32.2460320858991,67.60951451773673,56.14921845826538,26.464907024892533,2.353953890211078,14,Fri,0,-0.4999999999999997,-0.8660254037844388,Medium
176,82.23879772567494,1447.402839971879,Clear,15.90630793786987,242.67905935796767,54.59005441154375,157.92892053200333,1.7505903973056247,10,Mon,1,0.49999999999999994,-0.8660254037844387,Medium
98,94.58135071367778,926.8972369940423,Clear,22.096153708653414,433.1457670358636,63.52408318314235,56.584112665033615,0.4528423675093052,0,Fri,0,0.0,1.0,Medium
112,24.647356166427983,276.0503890639934,Clear,30.35406756540497,394.26943548672034,96.82188381540564,63.072893520764715,0.22146763201708997,4,Sun,0,0.8660254037844386,0.5000000000000001,Medium
54,26.58178594216495,143.5416440876907,Clear,18.05721802951499,464.0003756373447,84.70909921160714,86.55282710871398,2.1862725034154606,14,Tue,0,-0.4999999999999997,-0.8660254037844388,Low
17,66.46148668915373,112.98452737156136,Clear,27.20845359988297,332.30169969139394,75.70058665110406,38.07222989868171,1.9114854618800081,9,Sat,1,0.7071067811865476,-0.7071067811865475,Low
190,83.87628040409524,1593.6493276778097,Rainy,32.53744751414459,215.63136734778445,55.174875669865926,156.65399489009707,3.711111918933998,9,Sat,1,0.7071067811865476,-0.7071067811865475,Medium
64,27.19014813889285,174.01694808891426,Rainy,35.50148414365634,499.17863205160927,82.11240126725868,193.48805844823977,4.737936998883537,2,Mon,0,0.49999999999999994,0.8660254037844387,Low
22,67.92356697203053,149.43184733846715,Rainy,36.53123462957663,91.4362219056289,93.89617897803066,73.53874575737635,1.8463441147777075,23,Wed,0,-0.25881904510252157,0.9659258262890681,Low
129,24.96294109030252,322.02194006490254,Foggy,34.46382563796355,235.2940476018698,62.89655307896352,192.75062686009855,4.9462586423977735,19,Sun,1,-0.9659258262890684,0.2588190451025203,Medium
66,26.515777031292735,175.00412840653206,Clear,22.051058869741777,456.7892773444597,91.03759868881679,179.69884558199237,2.772803568813873,18,Fri,1,-1.0,-1.8369701987210297e-16,Low
53,79.86846829325918,423.30288195427363,Clear,20.70827091483276,393.62196162334783,99.12852394026594,181.61248874447787,0.5551297410584449,17,Sat,1,-0.9659258262890683,-0.25881904510252063,Low
71,63.223952540919974,448.8900630405318,Rainy,15.3414970858823,185.98596211762336,67.52813892149753,119.85887507855327,0.5210197617972689,13,Fri,0,-0.2588190451025208,-0.9659258262890683,Medium
142,96.87361175430597,1375.6052869111447,Rainy,30.24671837463844,381.1762407754501,49.1356078067126,68.946820690646,2.071410567816589,16,Wed,0,-0.8660254037844385,-0.5000000000000004,Medium
44,40.65814506079864,178.895838267514,Clear,20.3689849990618,460.2985461608643,59.53687042764774,179.4844280851069,2.1954178801499173,7,Tue,1,0.9659258262890683,-0.25881904510252063,Low
163,73.42084732825224,1196.7598114505113,Rainy,32.15930581931609,333.44766665203974,63.954350180150755,82.19523564709756,3.3043287920087314,1,Tue,0,0.25881904510252074,0.9659258262890683,Medium
161,52.180833094683365,840.1114128244022,Clear,38.150185440081266,297.6514239928737,74.68240669772801,44.29057225727543,0.8710101682159987,12,Thu,0,1.2246467991473532e-16,-1.0,Medium
194,36.80857543298814,714.08636339997,Rainy,33.47068593377949,222.0151615953821,90.22884587950703,173.29849781440745,3.8381724107808273,3,Tue,0,0.7071067811865476,0.7071067811865476,High
161,85.25963045008967,1372.6800502464437,Clear,24.16141615849949,366.56829972345497,67.24561267625995,131.08427289474358,0.643893777387316,6,Thu,0,1.0,6.123233995736766e-17,Medium
30,42.29554527428206,126.88663582284619,Rainy,19.941194527990383,274.3810084698276,53.92833714191997,34.11908100189916,1.849531159982165,10,Thu,1,0.49999999999999994,-0.8660254037844387,Low
73,94.30876398764525,688.4539771098104,Foggy,36.22677187258731,226.821787262513,64.5735239750053,95.7903608270265,0.6098721715129757,18,Sun,1,-1.0,-1.8369701987210297e-16,Medium
73,78.08678811870804,570.0335532665688,Foggy,19.650210796399882,347.6309149034524,55.46954175615639,29.657073903941075,1.7288210891076905,4,Sun,0,0.8660254037844386,0.5000000000000001,Medium
196,21.062496276686407,412.82492702305353,Clear,16.937182253393736,183.27844157072107,79.77975378393404,170.2772155068487,2.3356507138174147,5,Wed,0,0.9659258262890683,0.25881904510252074,High
60,60.02875569724485,360.1725341834691,Rainy,25.59232879999106,439.8868082861709,44.73419635507493,142.58577018639895,2.5210993304970137,12,Sun,0,1.2246467991473532e-16,-1.0,Low
168,68.34503857922559,1148.1966481309898,Clear,30.082287765300435,115.54060821192398,72.28581612837021,196.02318664285983,0.5056102710745197,11,Mon,0,0.258819045102521,-0.9659258262890682,Medium
51,28.35636144801211,144.61744338486176,Clear,36.77026061939045,246.41930718846817,74.70686535116178,195.24516689455297,3.6580640965668323,1,Fri,0,0.25881904510252074,0.9659258262890683,Low
106,89.65507643659515,950.3438102279085,Rainy,38.669779307040514,289.3918099572503,96.92804978065813,68.72030598006646,4.072932697526708,13,Sat,0,-0.2588190451025208,-0.9659258262890683,Medium
95,35.46713868896418,336.93781754515965,Clear,37.1733099079293,188.20431269242738,73.9030951774242,90.11426129614932,4.52886288860187,17,Sun,1,-0.9659258262890683,-0.25881904510252063,Medium
64,69.0910322391507,442.1826063305645,Clear,16.83401898792299,211.83653443055113,91.74049671783257,188.74296600255119,0.3099996916905401,11,Fri,0,0.258819045102521,-0.9659258262890682,Low
179,98.08110586233708,1755.6517949358338,Rainy,26.07689832333622,55.404123387918865,90.8199159854361,145.8961618530158,0.6326844170940937,7,Wed,1,0.9659258262890683,-0.25881904510252063,Medium
146,94.6168406506209,1381.4058734990651,Rainy,23.09940266403847,460.01109655853753,62.68923807702163,35.47579701762892,4.167901594309816,1,Sun,0,0.25881904510252074,0.9659258262890683,Medium
89,80.11386540250422,713.0134020822876,Rainy,27.604420508451074,150.04319414640185,58.38297362954226,83.43423826657731,0.26713063723774855,17,Sun,1,-0.9659258262890683,-0.25881904510252063,Medium
45,58.60809885292166,263.73644483814746,Clear,16.519231709906023,422.27462969237257,95.58483271502186,83.76010893218937,1.7447151099882574,6,Thu,0,1.0,6.123233995736766e-17,Low
37,93.56248197248398,346.1811832981907,Clear,39.16023240308573,245.57106592309634,94.36825525403405,149.7685885413267,1.9632254091810415,0,Sun,0,0.0,1.0,Low
128,30.673306841856565,392.61832757576406,Foggy,25.10656787662883,227.40698125818545,49.5694380298726,125.11470102725879,1.7468260132987763,18,Thu,1,-1.0,-1.8369701987210297e-16,Medium
72,67.00686968875215,482.4494617590155,Clear,30.450938116923925,103.62067049320916,89.73175439005311,81.57606924771399,2.5360505201446237,16,Tue,0,-0.8660254037844385,-0.5000000000000004,Medium
197,30.044017181012272,591.8671384659417,Clear,19.143725384711374,293.4139159792844,59.67332311822868,149.78086224733886,3.2935277136326304,10,Sun,1,0.49999999999999994,-0.8660254037844387,High
164,93.45912693403497,1532.7296817181737,Rainy,34.839779930058086,138.2627073802422,67.08753076002944,125.61862865997415,3.324927267443401,12,Fri,0,1.2246467991473532e-16,-1.0,Medium
58,32.540834292131144,188.73683889436063,Clear,15.995142080552183,179.5500182209291,84.43565196857122,104.68678706185791,3.2131137747400795,23,Wed,0,-0.25881904510252157,0.9659258262890681,Low
133,33.16528467434679,441.0982861688123,Clear,20.77044462969454,258.3218001097325,87.79950243099026,50.41057284735128,1.1435680256782295,2,Thu,0,0.49999999999999994,0.8660254037844387,High
128,83.30485714501336,1066.302171456171,Clear,20.106688830837996,71.39642399652357,54.56395314698627,89.72438397748451,2.121956042362135,7,Thu,1,0.9659258262890683,-0.25881904510252063,Medium
197,81.17207603078988,1599.0898978065607,Clear,36.491097764134906,416.6459066061612,93.04624137689267,164.84379422377077,2.402795623972157,5,Tue,0,0.9659258262890683,0.25881904510252074,Medium
182,80.95475005944778,1473.3764510819497,Clear,39.23105326145095,368.9857009419236,74.04965196886377,90.92589807803462,3.955943343881998,23,Sat,0,-0.25881904510252157,0.9659258262890681,Medium
83,63.22231145499369,524.7451850764476,Foggy,25.686263331062136,194.16288672153777,86.26044631659312,161.52947401390506,2.9839976835659194,19,Mon,1,-0.9659258262890684,0.2588190451025203,Medium
191,41.75988842754848,797.613868966176,Clear,30.082696959723577,390.0713601204881,46.146526973959205,176.86915137343783,1.90217901445991,1,Fri,0,0.25881904510252074,0.9659258262890683,Medium
128,49.868252882546535,638.3136368965957,Clear,21.24732987168412,94.68200583356165,83.59020756441774,104.76047285434424,1.311339527495875,13,Thu,0,-0.2588190451025208,-0.9659258262890683,Medium
126,45.84218766032751,577.6115645201266,Rainy,15.274091328288584,117.31894526640127,93.70882953830366,156.23625281474503,2.153479684226334,10,Fri,1,0.49999999999999994,-0.8660254037844387,Medium
116,52.61984840021859,610.3902414425356,Clear,31.766582900052487,214.5389732168951,91.54230217277797,167.4288976334668,3.529215309319167,7,Mon,1,0.9659258262890683,-0.25881904510252063,Medium
135,72.33061896222989,976.4633559901034,Clear,25.088069162680736,84.47162734116952,69.05562576679677,107.23361863586315,3.9817761339659095,22,Thu,0,-0.5000000000000004,0.8660254037844384,Medium
178,71.86055632622576,1279.1179026068187,Clear,16.829377469200054,340.56080080229225,85.87815965709842,21.508315801149458,3.1907228418608695,1,Mon,0,0.25881904510252074,0.9659258262890683,Medium
118,59.17152608256261,698.2240077742388,Clear,17.528129704541456,231.10483022553632,52.49713516385402,62.417177146231985,2.2801893240722726,13,Wed,0,-0.2588190451025208,-0.9659258262890683,Medium
56,29.437798690244925,164.85167266537158,Rainy,17.657645532823786,185.25969862430998,68.17484220110956,49.5549648641186,4.659770241767578,21,Wed,0,-0.7071067811865477,0.7071067811865474,Low
22,78.41773742057994,172.51902232527587,Clear,27.137397279146814,475.4111605054397,65.436970436449,41.14426855928113,3.0226731304224823,19,Thu,1,-0.9659258262890684,0.2588190451025203,Low
12,28.34504698815057,34.014056385780684,Clear,21.293984663636202,452.9363261301589,92.00696722693942,139.77812194607134,3.9937681140836356,0,Fri,0,0.0,1.0,Low
136,95.82852538029286,1303.2679451719828,Clear,31.06792886863895,194.26725818614298,43.871344665858686,95.97969760231658,0.196882652189177,0,Mon,0,0.0,1.0,Medium
133,26.65784529664578,354.5493424453889,Clear,22.33696443397536,200.6725331999078,72.27757789864594,140.71848354077923,0.19551217671121668,5,Fri,0,0.9659258262890683,0.25881904510252074,High
197,71.34556134411483,1405.507558479062,Clear,39.30105235441559,400.4035992023701,70.08057282548677,111.45139877560564,3.4667742494955442,0,Sat,0,0.0,1.0,Medium
40,73.54523330908013,294.1809332363205,Clear,30.28828986536935,122.1615975217551,59.992253927551545,82.45915528449761,0.9976132045061459,1,Thu,0,0.25881904510252074,0.9659258262890683,Low
111,64.58697356584065,716.9154065808312,Foggy,35.43831039895302,163.28500892713868,70.45959978707386,197.6641038460776,3.106199464046844,11,Mon,0,0.258819045102521,-0.9659258262890682,Medium
90,66.22456402008677,596.0210761807809,Foggy,20.17102595358903,225.75294609216428,42.71549883223309,191.9794608609193,4.721936988631615,6,Tue,0,1.0,6.123233995736766e-17,Medium
23,70.05199303531626,161.1195839812274,Clear,27.99356216093168,206.4109569608751,96.86656188804827,172.05345485030915,2.4515690948165068,13,Fri,0,-0.2588190451025208,-0.9659258262890683,Low
109,66.52710702798043,725.1454666049867,Clear,39.772936869862804,175.67937310737454,76.5896029265476,78.3507652054794,0.2508938845818165,10,Mon,1,0.49999999999999994,-0.8660254037844387,Medium
195,98.06230548391461,1912.2149569363348,Clear,25.680075682045864,271.1361895802968,72.73846759561391,171.73676346611646,0.8290223541329006,4,Tue,0,0.8660254037844386,0.5000000000000001,Medium
91,47.44213700720195,431.72344676553774,Clear,36.350388261386485,149.7241347076179,52.49997144931216,106.6630875989679,3.0833780146501004,5,Sun,0,0.9659258262890683,0.25881904510252074,Medium
129,43.70606415198401,563.8082275605937,Rainy,37.28073602578668,196.5401496274517,49.40032806085108,148.23158473317804,1.2046279623578904,12,Tue,0,1.2246467991473532e-16,-1.0,Medium
64,23.612109152983358,151.11749857909348,Clear,37.668559314313846,437.65156463195666,94.69438840826189,96.69322095198953,0.8072954742887728,17,Sat,1,-0.9659258262890683,-0.25881904510252063,Low
74,83.64627010060691,618.9823987444912,Rainy,20.541596077184707,134.01243385763544,50.513650781021795,50.021893047410934,2.819953917208066,1,Sat,0,0.25881904510252074,0.9659258262890683,Medium
158,66.3834275066364,1048.858154604855,Foggy,24.33154330073172,357.1026890856801,44.883523481077496,53.80167317842631,0.9941034542537708,6,Mon,0,1.0,6.123233995736766e-17,Medium
37,70.27411652916697,260.01423115791783,Clear,38.31704755901255,155.23176608846495,79.32794208858577,114.9787582697258,1.5619864193359745,11,Thu,0,0.258819045102521,-0.9659258262890682,Low
172,53.23544004736717,915.6495688147154,Rainy,17.805288481181822,485.1571949595378,87.63632239191737,106.52518995522597,1.4856930978398357,1,Tue,0,0.25881904510252074,0.9659258262890683,Medium
169,73.35419579669446,1239.6859089641362,Clear,29.5530342704959,178.45597412921785,60.46264811141255,24.41221930103494,3.794811448093187,8,Fri,1,0.8660254037844387,-0.4999999999999998,Medium
190,40.68732729078272,773.0592185248717,Clear,33.56827159408299,262.37206785040644,96.83487260237575,60.11897946517206,2.8790671592409027,6,Fri,0,1.0,6.123233995736766e-17,Medium
144,86.12408593531714,1240.1868374685669,Clear,33.202612309193555,226.39150080813207,41.05808974314078,147.15012245349556,4.5945729849799815,23,Wed,0,-0.25881904510252157,0.9659258262890681,Medium
14,72.53835877772863,101.55370228882009,Clear,27.721906285233366,364.4271156667456,72.72069904009268,146.22978303579256,0.12204089296304121,13,Tue,0,-0.2588190451025208,-0.9659258262890683,Low
153,68.80059336635885,1052.6490785052906,Clear,37.78992216400685,151.47639613443317,66.74930692430075,84.3286539257408,2.217041064973583,11,Sat,0,0.258819045102521,-0.9659258262890682,Medium
56,43.39064883297545,242.98763346466254,Clear,31.80262667534412,200.05565923924127,53.99545848723988,43.64837191587593,0.738175925607425,19,Thu,1,-0.9659258262890684,0.2588190451025203,Low
172,36.28278991095171,624.0639864683695,Clear,29.040813332109494,424.615100014359,91.96639367827252,191.76065256074645,1.6193488395190587,15,Sun,0,-0.7071067811865471,-0.7071067811865479,High
35,77.96786294781032,272.8875203173361,Foggy,20.82430530195098,138.9954324278833,79.85307833673295,141.98965931270786,3.5793330403212935,16,Wed,0,-0.8660254037844385,-0.5000000000000004,Low
